City_ID,City,Country,Date,Lat,Lng,Max Temp,Cloudiness,Humidity,Wind Speed,Current Description
223,Airai,TL,2022-07-25 23:58:52,-8.9266,125.4092,64.71,58,54,3.58,broken clouds
224,Sabzevar,IR,2022-07-25 23:58:52,36.2126,57.6819,87.08,20,23,18.41,few clouds
225,Victoria Point,AU,2022-07-25 23:58:53,-27.5833,153.3,66.94,1,81,1.99,clear sky
226,Kundiawa,PG,2022-07-25 23:58:53,-6.0167,144.9667,74.93,20,53,2.04,few clouds
227,Dicamay,PH,2022-07-25 23:58:53,16.7561,122.0037,76.84,100,91,0.4,overcast clouds
228,Japura,ID,2022-07-25 23:58:54,-0.3167,102.35,71.37,100,99,2.33,overcast clouds
229,Adrar,MR,2022-07-25 23:58:54,20.5022,-10.0711,92.68,53,30,7.92,broken clouds
230,Villers-Les-Nancy,FR,2022-07-25 23:58:55,48.671,6.1508,67.57,0,79,10.36,clear sky
231,Dingle,PH,2022-07-25 23:58:55,10.9995,122.6711,80.91,79,85,3.87,broken clouds
232,Kaeo,NZ,2022-07-25 23:58:55,-35.1,173.7833,57.69,62,86,19.06,broken clouds
233,Qaanaaq,GL,2022-07-25 23:58:56,77.484,-69.3632,43.12,5,66,0.85,clear sky
234,Camacha,PT,2022-07-25 23:58:56,33.0833,-16.3333,67.42,40,94,17.27,scattered clouds
235,Fengzhen,CN,2022-07-25 23:58:57,40.4394,113.1536,66.4,100,75,6.15,moderate rain
236,Baracoa,CU,2022-07-25 23:58:57,20.3467,-74.4958,80.4,100,84,7.63,overcast clouds
237,Abadiania,BR,2022-07-25 23:58:57,-16.2042,-48.7069,70.72,0,53,4.21,clear sky
238,Saint George,US,2022-07-25 23:55:24,37.1041,-113.5841,72.19,75,83,6.91,light rain
239,Girisu De Cris,RO,2022-07-25 23:58:58,47.0642,21.7611,68.05,0,52,8.05,light rain
240,Tautira,PF,2022-07-25 23:58:59,-17.7333,-149.15,74.08,91,92,8.72,heavy intensity rain
241,Gumdag,TM,2022-07-25 23:58:59,39.2061,54.5906,81.61,86,55,5.35,overcast clouds
242,Chapada Dos Guimaraes,BR,2022-07-25 23:58:59,-15.4606,-55.7497,74.86,0,31,5.48,clear sky
243,Mayumba,GA,2022-07-25 23:59:00,-3.432,10.6554,70.93,76,89,4.61,broken clouds
244,San Andres,CO,2022-07-25 23:59:00,12.5847,-81.7006,80.62,75,89,5.75,broken clouds
245,Sorong,ID,2022-07-25 23:59:01,-0.8833,131.25,80.31,92,83,4.81,overcast clouds
246,Comodoro Rivadavia,AR,2022-07-25 23:56:22,-45.8667,-67.5,40.86,75,81,3.44,broken clouds
247,Souillac,MU,2022-07-25 23:59:01,-20.5167,57.5167,68.38,40,88,10.36,scattered clouds
248,Mersin,TR,2022-07-25 23:59:02,36.862,34.6509,77.14,0,44,5.26,clear sky
249,Ovalle,CL,2022-07-25 23:59:02,-30.5983,-71.2003,54.7,100,76,3.4,overcast clouds
250,Kunming,CN,2022-07-25 23:59:03,25.0389,102.7183,62.53,0,88,8.95,clear sky
251,Yendi,GH,2022-07-25 23:59:03,9.4427,-0.0099,74.46,82,80,2.86,broken clouds
252,Juneau,US,2022-07-25 23:59:04,58.3019,-134.4197,59.85,100,99,2.82,light rain
253,Madang,PG,2022-07-25 23:59:04,-5.2246,145.7966,81.95,49,84,3.44,scattered clouds
254,San Policarpo,PH,2022-07-25 23:59:04,12.1791,125.5072,82.02,100,74,5.41,overcast clouds
255,Pontypool,GB,2022-07-25 23:59:05,51.7011,-3.0444,58.91,11,85,6.02,few clouds
256,Ischia,IT,2022-07-25 23:59:05,40.7342,13.9471,79.65,0,74,5.21,clear sky
257,Bubaque,GW,2022-07-25 23:59:06,11.2833,-15.8333,78.22,98,82,8.03,light rain
258,Lerum,SE,2022-07-25 23:59:06,57.7745,12.2697,61.09,75,75,3.44,broken clouds
259,Jiangyou,CN,2022-07-25 23:59:07,31.7667,104.7167,79.72,10,82,2.95,clear sky
260,Belogorsk,RU,2022-07-25 23:59:07,50.9158,128.4611,79.07,0,57,5.17,clear sky
261,Zhigansk,RU,2022-07-25 23:59:07,66.7697,123.3711,69.37,28,55,1.01,scattered clouds
262,Leh,IN,2022-07-25 23:59:08,34.1667,77.5833,62.13,73,63,2.21,broken clouds
263,Ponta Do Sol,PT,2022-07-25 23:59:08,32.6667,-17.1,81.23,59,49,5.46,broken clouds
264,Asau,RO,2022-07-25 23:59:09,46.4333,26.4,63.95,14,93,3.49,few clouds
265,Lyuban,BY,2022-07-25 23:59:09,52.7985,28.0048,56.57,2,91,3.76,clear sky
266,Lukovetskiy,RU,2022-07-25 23:59:09,64.2956,41.9211,50.16,65,87,3.69,broken clouds
267,Bolshaya Rechka,RU,2022-07-25 23:59:10,51.9503,104.7355,53.87,100,98,10.45,light rain
268,Sangar,RU,2022-07-25 23:59:10,63.9242,127.4739,71.53,12,66,11.54,few clouds
269,Bhainsdehi,IN,2022-07-25 23:59:11,21.6467,77.6325,70.65,100,94,4.25,overcast clouds
270,Milverton,CA,2022-07-25 23:59:11,43.5668,-80.9164,67.24,1,56,6.53,clear sky
271,Ugoofaaru,MV,2022-07-25 23:59:12,5.6667,73.0,81.46,85,76,17.92,overcast clouds
272,Coahuayana,MX,2022-07-25 23:59:12,18.7333,-103.6833,82.98,100,77,1.81,overcast clouds
273,Conde,BR,2022-07-25 23:59:13,-7.2597,-34.9075,72.86,40,94,8.05,scattered clouds
274,Roald,NO,2022-07-25 23:59:13,62.5833,6.1333,60.33,100,72,6.91,overcast clouds
275,Norman Wells,CA,2022-07-25 23:57:46,65.282,-126.8329,78.84,20,29,12.66,few clouds
276,Coos Bay,US,2022-07-25 23:59:14,43.3665,-124.2179,84.31,31,83,1.01,scattered clouds
277,Zhezkazgan,KZ,2022-07-25 23:59:14,47.8043,67.7144,74.44,66,28,11.25,broken clouds
278,Mitzic,GA,2022-07-25 23:59:15,0.7821,11.549,68.05,100,97,4.47,light rain
279,Provideniya,RU,2022-07-25 23:57:48,64.3833,-173.3,50.11,100,62,20.13,overcast clouds
280,Grand Gaube,MU,2022-07-25 23:59:15,-20.0064,57.6608,68.4,5,79,1.99,clear sky
281,Nabire,ID,2022-07-25 23:55:05,-3.3667,135.4833,77.27,100,91,3.8,overcast clouds
282,Sulangan,PH,2022-07-25 23:59:15,11.1373,123.7228,82.98,94,75,6.33,overcast clouds
283,Lorengau,PG,2022-07-25 23:59:16,-2.0226,147.2712,81.9,94,80,7.74,light rain
284,Tonantins,BR,2022-07-25 23:59:16,-2.8731,-67.8022,73.98,94,97,2.24,overcast clouds
285,Namibe,AO,2022-07-25 23:59:17,-15.1961,12.1522,61.29,5,86,8.3,clear sky
286,Nanortalik,GL,2022-07-25 23:59:17,60.1432,-45.2371,42.75,100,96,7.29,overcast clouds
287,Bethel,US,2022-07-25 23:59:18,41.3712,-73.414,82.15,65,86,4.54,broken clouds
288,Batesville,US,2022-07-25 23:59:18,35.7698,-91.641,88.65,75,83,4.61,broken clouds
289,Lata,PT,2022-07-25 23:59:19,40.1629,-8.3327,59.47,0,97,2.57,clear sky
290,Dalton,US,2022-07-25 23:59:19,34.7698,-84.9702,85.59,99,85,4.92,overcast clouds
291,Yaring,TH,2022-07-25 23:59:19,6.8662,101.3689,77.81,82,86,2.84,broken clouds
292,Luanda,AO,2022-07-25 23:57:58,-8.8368,13.2343,69.8,75,94,5.75,broken clouds
293,Bull Savanna,JM,2022-07-25 23:59:20,17.8868,-77.5902,77.83,53,82,10.92,broken clouds
294,Lompoc,US,2022-07-25 23:59:20,34.6391,-120.4579,85.01,2,72,7.0,clear sky
295,Viedma,AR,2022-07-25 23:59:21,-40.8135,-62.9967,47.52,100,93,9.82,overcast clouds
296,La Baule-Escoublac,FR,2022-07-25 23:59:21,47.2922,-2.364,62.71,0,87,10.36,clear sky
297,Iquitos,PE,2022-07-25 23:59:22,-3.7481,-73.2472,78.84,75,94,1.14,broken clouds
298,Akdepe,TM,2022-07-25 23:59:22,42.0551,59.3788,78.89,99,69,9.78,light rain
299,Ancud,CL,2022-07-25 23:59:22,-41.8697,-73.8203,46.04,100,93,7.56,light rain
300,Mar Del Plata,AR,2022-07-25 23:55:54,-38.0023,-57.5575,55.09,100,95,15.01,light rain
301,San Angelo,US,2022-07-25 23:54:49,31.4638,-100.437,101.1,0,19,10.0,clear sky
302,Caravelas,BR,2022-07-25 23:59:23,-17.7125,-39.2481,69.48,56,88,5.28,broken clouds
303,Katsuura,JP,2022-07-25 23:58:20,35.1333,140.3,80.62,96,88,19.26,overcast clouds
304,Chase,CA,2022-07-25 23:59:24,50.8165,-119.6857,92.28,34,33,7.29,scattered clouds
305,Kazerun,IR,2022-07-25 23:59:24,29.6195,51.6541,82.11,31,13,1.48,scattered clouds
306,Cherskiy,RU,2022-07-25 23:59:25,68.75,161.3,54.14,91,42,9.86,overcast clouds
307,Balkanabat,TM,2022-07-25 23:59:25,39.5108,54.3671,82.83,98,56,5.06,overcast clouds
308,Veraval,IN,2022-07-25 23:59:25,20.9,70.3667,81.75,100,80,15.84,overcast clouds
309,Mitsamiouli,KM,2022-07-25 23:59:26,-11.3847,43.2844,75.92,7,68,8.52,clear sky
310,Otradnoye,RU,2022-07-25 23:59:26,59.7775,30.8181,61.97,73,92,2.46,broken clouds
311,Belmonte,BR,2022-07-25 23:59:27,-15.8631,-38.8828,71.46,57,80,8.01,broken clouds
312,Raxaul,IN,2022-07-25 23:59:27,26.9833,84.85,80.35,70,79,8.41,broken clouds
313,Leningradskiy,RU,2022-07-25 23:59:28,69.3833,178.4167,34.34,100,90,6.11,overcast clouds
314,Mongo,TD,2022-07-25 23:59:28,12.1844,18.693,76.75,97,66,8.77,overcast clouds
315,Oktyabrskoye,RU,2022-07-25 23:59:28,43.0645,44.7417,60.94,26,88,4.47,scattered clouds
316,Lodja,CD,2022-07-25 23:59:29,-3.4833,23.4333,76.98,90,52,1.77,overcast clouds
317,Saint-Pierre,RE,2022-07-25 23:59:29,-21.3393,55.4781,68.92,0,68,4.61,clear sky
318,Grindavik,IS,2022-07-25 23:59:30,63.8424,-22.4338,51.75,75,87,5.75,broken clouds
319,Padang,ID,2022-07-25 23:59:30,-0.9492,100.3543,73.45,100,84,2.37,overcast clouds
320,Mount Gambier,AU,2022-07-25 23:59:30,-37.8333,140.7667,51.69,81,60,14.2,broken clouds
321,Husavik,IS,2022-07-25 23:59:31,66.0449,-17.3389,48.88,100,83,1.07,overcast clouds
322,Kugulta,RU,2022-07-25 23:59:31,45.3636,42.3889,66.78,53,79,8.39,broken clouds
323,Izhma,RU,2022-07-25 23:59:32,65.0083,53.9113,47.1,56,80,7.23,broken clouds
324,Winslow,US,2022-07-25 23:59:32,35.0242,-110.6974,78.4,59,49,17.36,broken clouds
325,Porteirinha,BR,2022-07-25 23:59:33,-15.7433,-43.0283,65.68,70,55,7.09,broken clouds
326,Ibtin,IL,2022-07-25 23:59:33,32.7617,35.1008,74.01,0,76,3.27,clear sky
327,Ercis,TR,2022-07-25 23:59:33,39.0287,43.3586,62.1,0,55,6.58,clear sky
328,Egvekinot,RU,2022-07-25 23:59:34,66.3167,-179.1667,42.67,96,59,11.86,overcast clouds
329,Mokhsogollokh,RU,2022-07-25 23:59:34,61.4681,128.9203,74.05,37,53,7.36,scattered clouds
330,Awjilah,LY,2022-07-25 23:59:35,29.1081,21.2869,83.75,0,24,13.65,clear sky
331,Roma,US,2022-07-25 23:59:35,43.2128,-75.4557,70.83,18,62,5.99,few clouds
332,Codrington,AU,2022-07-25 23:58:04,-38.2667,141.9667,51.96,92,61,22.41,overcast clouds
333,Samarai,PG,2022-07-25 23:59:35,-10.6167,150.6667,79.88,75,75,16.42,broken clouds
334,Coihaique,CL,2022-07-25 23:58:54,-45.5752,-72.0662,28.35,20,93,4.61,few clouds
335,Celendin,PE,2022-07-25 23:59:36,-6.8703,-78.1517,57.72,51,83,3.87,light rain
336,Porto Santo,PT,2022-07-25 23:59:37,33.072,-16.3415,70.18,40,94,17.27,scattered clouds
337,Waipawa,NZ,2022-07-25 23:59:37,-41.4122,175.5153,52.66,100,97,12.37,overcast clouds
338,Batemans Bay,AU,2022-07-25 23:59:38,-35.7167,150.1833,56.1,44,62,7.83,scattered clouds
339,Goya,AR,2022-07-25 23:59:38,-29.14,-59.2626,69.44,14,76,7.0,few clouds
340,North Bend,US,2022-07-25 23:56:36,43.4065,-124.2243,84.24,42,84,1.01,scattered clouds
341,Adre,TD,2022-07-25 23:59:39,13.4667,22.2,78.87,73,65,9.06,light rain
342,Fort Nelson,CA,2022-07-25 23:59:39,58.8053,-122.7002,74.79,75,41,6.91,broken clouds
343,Dongsheng,CN,2022-07-25 23:59:39,39.8161,109.9776,69.42,86,74,7.36,light rain
344,Wattegama,LK,2022-07-25 23:59:40,6.7989,81.4808,76.75,100,83,2.15,overcast clouds
345,Chumikan,RU,2022-07-25 23:59:40,54.7183,135.315,56.53,97,84,5.73,overcast clouds
346,Nautla,MX,2022-07-25 23:59:41,20.2167,-96.7833,84.67,99,66,10.11,overcast clouds
347,Komsomolskiy,UZ,2022-07-25 23:59:41,40.4272,71.7189,79.52,0,34,6.91,clear sky
348,Ukiah,US,2022-07-25 23:55:33,39.1502,-123.2078,98.65,0,30,8.05,clear sky
349,Anadyr,RU,2022-07-25 23:59:42,64.75,177.4833,48.7,20,76,6.71,few clouds
350,Mount Isa,AU,2022-07-25 23:58:12,-20.7333,139.5,62.37,0,48,19.57,clear sky
351,Genhe,CN,2022-07-25 23:59:42,50.7833,121.5167,71.22,43,70,9.08,scattered clouds
352,Pangai,TO,2022-07-25 23:59:43,-19.8,-174.35,80.71,20,61,14.97,few clouds
353,Jieshi,CN,2022-07-25 23:59:43,22.8134,115.8257,85.08,27,76,7.14,scattered clouds
354,Saint-Cyr-Sur-Loire,FR,2022-07-25 23:59:44,47.4,0.6667,64.65,0,73,6.91,clear sky
355,Port Keats,AU,2022-07-25 23:59:44,-14.25,129.55,77.05,12,33,9.78,few clouds
356,Tongliao,CN,2022-07-25 23:59:45,43.6125,122.2653,79.68,35,66,15.77,scattered clouds
357,Windhoek,NA,2022-07-25 23:59:45,-22.5594,17.0832,55.6,5,35,4.61,clear sky
358,San Lawrenz,MT,2022-07-25 23:59:45,36.0553,14.204,81.86,0,81,1.99,clear sky
359,Pevek,RU,2022-07-25 23:59:46,69.7008,170.3133,37.96,89,75,12.88,overcast clouds
360,Tonstad,NO,2022-07-25 23:59:46,58.6626,6.7169,53.28,99,92,13.62,overcast clouds
361,Nemuro,JP,2022-07-25 23:59:47,43.3236,145.575,64.89,6,85,4.94,clear sky
362,Puerto Colombia,CO,2022-07-25 23:59:47,10.9878,-74.9547,82.49,66,79,9.46,broken clouds
363,Svetlaya,RU,2022-07-25 23:59:47,46.5389,138.3297,73.4,24,73,1.61,few clouds
364,Vilyuysk,RU,2022-07-25 23:59:48,63.7553,121.6247,76.15,37,58,6.98,scattered clouds
365,Touros,BR,2022-07-25 23:56:14,-5.1989,-35.4608,74.14,70,78,14.16,broken clouds
366,Ranong,TH,2022-07-25 23:59:49,9.9658,98.6348,76.93,92,87,2.86,overcast clouds
367,Rupert,US,2022-07-25 23:59:49,42.6191,-113.6772,88.18,0,21,11.45,clear sky
368,Atambua,ID,2022-07-25 23:59:49,-9.1061,124.8925,73.96,17,65,4.21,few clouds
369,Machico,PT,2022-07-25 23:59:50,32.7,-16.7667,81.23,20,39,23.02,few clouds
370,Avila,ES,2022-07-25 23:59:50,40.5833,-5.0,64.92,0,53,4.85,clear sky
371,Antofagasta,CL,2022-07-25 23:59:51,-23.65,-70.4,58.28,19,83,4.65,few clouds
372,Santa Maria,BR,2022-07-25 23:55:18,-29.6842,-53.8069,69.1,0,100,4.61,clear sky
373,Lavrentiya,RU,2022-07-25 23:59:51,65.5833,-171.0,41.38,100,85,18.01,overcast clouds
374,Lishui,CN,2022-07-25 23:59:52,28.4604,119.9103,82.9,91,78,2.59,overcast clouds
375,Waterloo,CA,2022-07-25 23:56:08,43.4668,-80.5164,68.54,0,59,10.36,clear sky
376,Najran,SA,2022-07-25 23:59:52,17.4924,44.1277,77.65,100,50,6.53,overcast clouds
377,Bongandanga,CD,2022-07-25 23:59:53,1.5,21.05,71.02,99,97,2.04,overcast clouds
378,Wanning,CN,2022-07-25 23:59:53,18.8003,110.3967,81.64,21,78,3.62,few clouds
379,Paamiut,GL,2022-07-25 23:59:54,61.994,-49.6678,43.99,93,93,4.88,overcast clouds
380,Bondo,CD,2022-07-25 23:55:07,3.8146,23.6866,69.03,99,97,2.33,light rain
381,Yeniseysk,RU,2022-07-25 23:59:54,58.4497,92.1703,54.23,19,88,2.68,few clouds
382,Diffa,NE,2022-07-25 23:59:55,13.3154,12.6113,87.89,50,50,16.71,scattered clouds
383,Nakhon Si Thammarat,TH,2022-07-25 23:59:55,8.25,100.0,78.8,99,87,0.29,overcast clouds
384,Tak Bai,TH,2022-07-25 23:59:56,6.2595,102.0546,77.02,83,91,3.85,broken clouds
385,Barcelos,PT,2022-07-25 23:58:34,41.5388,-8.6151,69.85,0,89,3.6,clear sky
386,Kushiro,JP,2022-07-25 23:59:56,42.975,144.3747,70.75,20,83,3.44,few clouds
387,Bac Lieu,VN,2022-07-25 23:59:57,9.285,105.7244,82.18,100,77,2.86,overcast clouds
388,Faya,SA,2022-07-25 23:59:57,18.3851,42.4509,64.92,100,66,5.1,overcast clouds
389,Tefe,BR,2022-07-25 23:59:58,-3.3542,-64.7114,76.62,76,84,1.77,broken clouds
390,Solnechnyy,RU,2022-07-25 23:59:58,50.7214,136.6319,62.58,84,83,6.64,broken clouds
391,Kununurra,AU,2022-07-25 23:59:59,-15.7667,128.7333,67.98,10,40,1.14,clear sky
392,Colon,PA,2022-07-25 23:59:09,9.3592,-79.9014,79.36,100,85,2.77,overcast clouds
393,Vung Tau,VN,2022-07-25 23:59:59,10.346,107.0843,82.0,70,79,4.9,broken clouds
394,Bambous Virieux,MU,2022-07-26 00:00:00,-20.3428,57.7575,68.25,40,88,10.36,scattered clouds
395,Kita,ML,2022-07-26 00:00:00,13.0349,-9.4895,73.56,99,95,3.33,overcast clouds
396,Mindelo,CV,2022-07-26 00:00:01,16.8901,-24.9804,77.7,72,87,10.27,broken clouds
397,Taitung,TW,2022-07-26 00:00:01,22.7583,121.1444,84.47,20,74,2.3,few clouds
398,Helena,US,2022-07-26 00:00:02,46.5927,-112.0361,85.35,92,27,5.99,overcast clouds
399,Durusu,TR,2022-07-26 00:00:04,41.3053,28.6767,75.38,0,83,6.49,clear sky
400,Ucluelet,CA,2022-07-25 23:58:23,48.9329,-125.5528,80.91,14,72,6.55,few clouds
401,Loandjili,CG,2022-07-26 00:00:05,-4.7561,11.8578,70.41,39,92,3.4,scattered clouds
402,Waingapu,ID,2022-07-26 00:00:06,-9.6567,120.2641,76.33,84,71,8.08,broken clouds
403,Ribeira Grande,PT,2022-07-25 23:57:33,38.5167,-28.7,74.84,15,88,5.19,few clouds
404,West Bay,KY,2022-07-26 00:00:07,19.3667,-81.4167,86.07,42,76,1.99,scattered clouds
405,Krasnouralsk,RU,2022-07-26 00:00:07,58.3638,60.0407,62.44,73,94,4.54,light rain
406,Whitehorse,CA,2022-07-25 23:59:36,60.7161,-135.0538,72.37,75,49,16.11,broken clouds
407,Butembo,CD,2022-07-26 00:00:08,0.15,29.2833,59.25,84,90,2.68,broken clouds
408,Honningsvag,NO,2022-07-26 00:00:09,70.9821,25.9704,51.55,100,100,2.3,overcast clouds
409,Sobolevo,RU,2022-07-26 00:00:10,54.4299,31.8996,56.32,27,96,5.79,scattered clouds
410,Sibolga,ID,2022-07-26 00:00:10,1.7427,98.7792,75.45,100,92,3.65,overcast clouds
411,Ambilobe,MG,2022-07-26 00:00:11,-13.2,49.05,64.0,7,90,3.18,clear sky
412,Cayeli,TR,2022-07-26 00:00:12,41.0923,40.7292,67.51,1,77,4.07,clear sky
413,Oyama,JP,2022-07-26 00:00:12,36.3,139.8,78.62,95,67,5.82,overcast clouds
414,Trairi,BR,2022-07-26 00:00:03,-3.2778,-39.2689,77.54,86,76,9.75,overcast clouds
415,Wilmington,US,2022-07-25 23:58:47,34.2257,-77.9447,82.99,17,71,3.0,few clouds
416,Salinas,US,2022-07-25 23:59:33,36.6777,-121.6555,84.0,0,63,8.28,clear sky
417,Sioux Lookout,CA,2022-07-26 00:00:13,50.1001,-91.917,70.38,69,50,6.31,broken clouds
418,Ayan,RU,2022-07-26 00:00:14,56.45,138.1667,55.72,100,92,12.66,overcast clouds
419,Borogontsy,RU,2022-07-26 00:00:15,62.6683,131.1683,72.32,80,50,6.46,broken clouds
420,Mecca,SA,2022-07-25 23:56:27,21.4267,39.8261,87.12,96,51,5.46,overcast clouds
421,Constantine,DZ,2022-07-26 00:00:15,36.365,6.6147,83.61,0,26,2.3,clear sky
422,Bismil,TR,2022-07-26 00:00:16,37.8486,40.6658,78.53,0,22,3.76,clear sky
423,Porto Murtinho,BR,2022-07-26 00:00:17,-21.6989,-57.8825,78.89,3,32,5.75,clear sky
424,Palmer,US,2022-07-26 00:00:03,42.1584,-72.3287,79.86,75,76,4.61,light rain
425,Mosquera,CO,2022-07-26 00:00:18,4.7059,-74.2302,53.51,75,92,0.04,broken clouds
426,Huejuquilla El Alto,MX,2022-07-26 00:00:18,22.6,-103.8667,76.1,96,41,7.85,overcast clouds
427,Katherine,AU,2022-07-26 00:00:19,-14.4667,132.2667,71.92,3,60,8.05,clear sky
428,Ponta Delgada,PT,2022-07-26 00:00:19,37.7333,-25.6667,72.32,20,88,4.61,few clouds
429,Gornopravdinsk,RU,2022-07-26 00:00:20,60.05,69.9,60.35,63,98,3.02,light rain
430,Goure,NE,2022-07-26 00:00:20,13.9835,10.2704,87.96,22,49,11.83,few clouds
431,Honiara,SB,2022-07-26 00:00:21,-9.4333,159.95,87.55,11,60,8.57,few clouds
432,Aswan,EG,2022-07-25 23:59:45,24.0934,32.907,88.9,0,19,9.22,clear sky
433,Omsukchan,RU,2022-07-26 00:00:22,62.5333,155.8,69.01,56,34,10.22,broken clouds
434,Loreto,MX,2022-07-26 00:00:22,22.2667,-101.9667,72.39,99,42,16.46,overcast clouds
435,Nong Khai,TH,2022-07-26 00:00:23,17.9167,103.0833,82.29,89,82,2.35,overcast clouds
436,Virginia Beach,US,2022-07-25 23:59:04,36.8529,-75.978,90.01,64,71,4.0,broken clouds
437,Gamba,GA,2022-07-26 00:00:24,-2.65,10.0,71.4,89,85,4.83,overcast clouds
438,Banda Aceh,ID,2022-07-25 23:59:07,5.5577,95.3222,77.31,100,84,8.99,overcast clouds
439,Neiafu,TO,2022-07-26 00:00:24,-18.65,-173.9833,76.48,68,65,16.82,broken clouds
440,Bedesa,ET,2022-07-26 00:00:25,8.9,40.7833,62.22,100,67,11.39,overcast clouds
441,Sorland,NO,2022-07-26 00:00:25,67.667,12.6934,53.46,96,87,16.06,overcast clouds
442,Quatre Cocos,MU,2022-07-26 00:00:26,-20.2078,57.7625,66.09,20,79,9.91,few clouds
443,Coari,BR,2022-07-26 00:00:26,-4.085,-63.1414,80.31,65,64,1.14,broken clouds
444,Saryozek,KZ,2022-07-26 00:00:26,44.3583,77.9753,67.06,38,35,2.73,scattered clouds
445,Luau,AO,2022-07-26 00:00:27,-10.7073,22.2247,60.53,0,40,4.9,clear sky
446,San Borja,BO,2022-07-26 00:00:27,-14.8167,-66.85,78.46,39,67,1.05,scattered clouds
