City_ID,City,Country,Date,Lat,Lng,Max Temp,Cloudiness,Humidity,Wind Speed,Current Description
447,Fort-Shevchenko,KZ,2022-07-26 00:00:28,44.5086,50.263,76.66,2,67,12.75,clear sky
448,Palitana,IN,2022-07-26 00:00:28,21.5167,71.8333,78.39,99,85,4.99,overcast clouds
449,Kondinskoye,RU,2022-07-26 00:00:29,59.6481,67.41,61.18,70,94,4.99,broken clouds
450,Araouane,ML,2022-07-26 00:00:29,18.9048,-3.5265,97.9,15,26,8.88,few clouds
451,Borger,NL,2022-07-26 00:00:30,52.9233,6.7931,66.27,18,86,10.18,few clouds
452,Troy,US,2022-07-26 00:00:23,42.6056,-83.1499,77.63,0,53,4.61,clear sky
453,Jalu,LY,2022-07-26 00:00:30,29.0331,21.5482,83.79,0,22,11.63,clear sky
454,Yagoua,CM,2022-07-26 00:00:31,10.3411,15.2329,75.79,95,86,9.89,overcast clouds
455,Naze,JP,2022-07-26 00:00:31,28.3667,129.4833,81.86,9,74,3.24,clear sky
456,Kindu,CD,2022-07-26 00:00:31,-2.95,25.95,75.99,92,70,2.8,overcast clouds
457,Tual,ID,2022-07-26 00:00:32,-5.6667,132.75,79.52,52,84,21.36,broken clouds
458,Haines Junction,CA,2022-07-26 00:00:32,60.7522,-137.5108,57.7,99,80,7.72,overcast clouds
459,Salou,ES,2022-07-26 00:00:33,41.0766,1.1416,82.96,20,71,0.0,few clouds
460,Puerto Leguizamo,CO,2022-07-26 00:00:33,-0.1934,-74.7819,72.61,59,97,2.19,broken clouds
461,Rocha,UY,2022-07-26 00:00:34,-34.4833,-54.3333,59.02,100,97,9.55,heavy intensity rain
462,Altamira,BR,2022-07-26 00:00:34,-3.2033,-52.2064,77.59,69,70,2.98,broken clouds
463,Matara,LK,2022-07-26 00:00:34,5.9485,80.5353,77.22,97,88,9.17,overcast clouds
464,Ouallam,NE,2022-07-26 00:00:35,14.3188,2.0866,85.15,87,59,19.01,overcast clouds
465,Jijiga,ET,2022-07-26 00:00:35,9.35,42.8,61.12,97,67,19.95,overcast clouds
466,Simpang,ID,2022-07-26 00:00:36,-1.2667,104.0833,73.24,100,97,2.3,overcast clouds
467,Tuy Hoa,VN,2022-07-26 00:00:36,13.0833,109.3,80.15,96,83,3.67,overcast clouds
468,Mersing,MY,2022-07-26 00:00:37,2.4312,103.8405,76.55,99,91,7.11,overcast clouds
469,Pokaran,IN,2022-07-25 23:55:45,26.9167,71.9167,78.78,99,89,7.72,overcast clouds
470,Alofi,NU,2022-07-25 23:59:54,-19.0595,-169.9187,76.89,75,57,13.8,broken clouds
471,Ilhabela,BR,2022-07-26 00:00:38,-23.7781,-45.3581,66.38,44,88,2.71,scattered clouds
472,Harnosand,SE,2022-07-26 00:00:38,62.6323,17.9379,63.0,91,93,13.35,overcast clouds
473,Dali,CN,2022-07-26 00:00:08,25.7,100.1833,62.74,85,92,4.23,overcast clouds
474,Koboko,UG,2022-07-26 00:00:39,3.4136,30.9599,62.2,92,93,2.8,light rain
475,Richards Bay,ZA,2022-07-26 00:00:39,-28.783,32.0377,55.62,41,78,5.68,scattered clouds
476,Ocos,GT,2022-07-26 00:00:40,14.5094,-92.1933,83.25,78,73,6.46,broken clouds
477,Hun,LY,2022-07-26 00:00:40,29.1268,15.9477,79.43,0,40,3.62,clear sky
478,Belaya Gora,RU,2022-07-26 00:00:41,68.5333,146.4167,64.78,74,37,10.85,broken clouds
479,Copiapo,CL,2022-07-26 00:00:40,-27.3667,-70.3333,62.26,1,61,0.63,clear sky
480,Cayhagan,PH,2022-07-26 00:00:41,9.6697,122.4256,81.72,98,78,4.59,overcast clouds
481,Hayden,US,2022-07-26 00:00:42,47.766,-116.7866,96.21,6,24,4.0,clear sky
482,Kaspiyskiy,RU,2022-07-26 00:00:43,45.3929,47.3707,73.45,3,55,9.6,clear sky
483,Kimbe,PG,2022-07-26 00:00:43,-5.5502,150.1429,87.84,78,60,2.73,light rain
484,Aquiraz,BR,2022-07-26 00:00:44,-3.9014,-38.3911,78.19,84,83,6.96,broken clouds
485,Diu,IN,2022-07-26 00:00:44,20.7141,70.9822,80.96,100,81,13.09,overcast clouds
486,Manicore,BR,2022-07-26 00:00:44,-5.8092,-61.3003,80.64,24,48,2.8,few clouds
487,Norsup,VU,2022-07-26 00:00:45,-16.0667,167.3833,82.38,5,73,3.78,clear sky
488,Luena,AO,2022-07-26 00:00:45,-11.7833,19.9167,55.17,0,40,5.06,clear sky
489,Okhtyrka,UA,2022-07-26 00:00:46,50.3104,34.8988,58.41,4,96,6.24,clear sky
490,Jining,CN,2022-07-26 00:00:22,35.405,116.5814,77.32,92,88,7.43,overcast clouds
491,Chavakkad,IN,2022-07-26 00:00:46,10.5333,76.05,77.59,91,87,8.52,overcast clouds
492,Vigia Del Fuerte,CO,2022-07-26 00:00:47,6.5789,-76.8863,73.76,97,96,1.61,overcast clouds
493,Yudong,CN,2022-07-26 00:00:47,29.385,106.5194,85.5,1,75,1.92,clear sky
494,Saint-Augustin,CA,2022-07-26 00:00:48,51.226,-58.6502,59.14,100,99,1.97,overcast clouds
495,Sola,VU,2022-07-26 00:00:48,-13.8833,167.55,79.93,1,78,10.85,clear sky
496,Salalah,OM,2022-07-25 23:58:27,17.0151,54.0924,76.03,100,96,8.63,overcast clouds
497,Volkhov,RU,2022-07-26 00:00:49,59.9258,32.3382,57.76,45,97,2.01,scattered clouds
498,Belen,TR,2022-07-26 00:00:50,36.4891,36.2233,68.47,0,57,5.97,clear sky
499,Acapulco,MX,2022-07-26 00:00:24,16.8634,-99.8901,83.86,76,64,3.56,broken clouds
500,Bandarbeyla,SO,2022-07-25 23:58:40,9.4942,50.8122,77.2,48,72,28.36,scattered clouds
501,Northam,GB,2022-07-25 23:59:29,51.0333,-4.2167,61.61,93,77,8.79,overcast clouds
502,Santiago Del Estero,AR,2022-07-25 23:59:05,-27.7951,-64.2615,73.8,8,59,4.07,clear sky
503,Muros,ES,2022-07-26 00:00:51,42.7762,-9.0603,61.29,2,89,8.1,clear sky
504,Nacala,MZ,2022-07-26 00:00:52,-14.5428,40.6728,66.85,0,81,7.92,clear sky
505,Lokosovo,RU,2022-07-26 00:00:52,61.1333,74.8167,58.91,100,84,4.23,overcast clouds
506,Maniitsoq,GL,2022-07-26 00:00:53,65.4167,-52.9,41.63,81,92,15.39,broken clouds
507,Scottsbluff,US,2022-07-26 00:00:25,41.8666,-103.6672,94.78,39,34,7.0,scattered clouds
508,Srandakan,ID,2022-07-25 23:58:12,-7.9386,110.2506,71.4,90,83,3.6,overcast clouds
509,Broken Hill,AU,2022-07-26 00:00:54,-31.95,141.4333,49.32,0,54,19.95,clear sky
510,Pontes E Lacerda,BR,2022-07-26 00:00:54,-15.2261,-59.3353,76.55,29,38,4.14,scattered clouds
511,Kirakira,SB,2022-07-26 00:00:55,-10.4544,161.9205,84.69,40,70,8.81,scattered clouds
512,Cap-Aux-Meules,CA,2022-07-26 00:00:55,47.3821,-61.8597,69.24,98,82,24.58,overcast clouds
513,Vila,PT,2022-07-26 00:00:56,42.0304,-8.1588,59.7,0,74,3.71,clear sky
514,San Carlos De Bariloche,AR,2022-07-25 23:59:46,-41.1456,-71.3082,38.95,75,93,8.05,broken clouds
515,Joshimath,IN,2022-07-26 00:00:57,30.5667,79.5667,70.84,99,90,0.63,overcast clouds
516,Rovaniemi,FI,2022-07-26 00:00:58,66.5,25.7167,60.21,100,88,8.05,overcast clouds
517,Rafai,CF,2022-07-26 00:00:58,4.95,23.9167,69.44,100,97,2.53,light rain
518,Waw,SS,2022-07-26 00:00:58,7.7029,27.9953,71.31,53,91,4.83,broken clouds
519,Great Falls,US,2022-07-25 23:57:20,47.5002,-111.3008,81.05,100,39,14.97,overcast clouds
520,Larsnes,NO,2022-07-26 00:00:59,62.2028,5.5773,60.01,94,74,6.69,overcast clouds
521,Avera,US,2022-07-26 00:01:00,33.194,-82.5271,87.85,97,57,7.72,overcast clouds
522,San Lazaro,BZ,2022-07-26 00:01:01,18.0387,-88.6622,79.93,99,84,5.79,overcast clouds
523,Abha,SA,2022-07-26 00:01:01,18.2164,42.5053,63.64,100,67,11.72,overcast clouds
524,Hearst,CA,2022-07-26 00:01:02,49.6835,-83.6665,63.0,93,65,5.32,overcast clouds
525,Wajima,JP,2022-07-26 00:01:02,37.4,136.9,79.86,78,78,1.43,broken clouds
526,Kaniama,CD,2022-07-26 00:01:03,-7.5667,24.1833,72.14,21,34,6.76,few clouds
527,Pyay,MM,2022-07-26 00:01:03,18.8167,95.2167,79.0,38,83,0.98,scattered clouds
528,Ketchikan,US,2022-07-26 00:01:04,55.3422,-131.6461,67.8,60,70,7.94,broken clouds
529,Horki,BY,2022-07-26 00:01:04,54.2861,30.9842,56.39,30,95,5.41,scattered clouds
530,Shouguang,CN,2022-07-26 00:01:05,36.88,118.7375,76.84,100,80,9.4,light rain
531,Sinnamary,GF,2022-07-26 00:01:05,5.3833,-52.95,78.8,84,85,7.74,broken clouds
532,Misratah,LY,2022-07-26 00:01:06,32.3754,15.0925,80.87,0,69,8.84,clear sky
533,Tingo Maria,PE,2022-07-26 00:01:06,-9.2895,-76.0088,69.82,67,93,1.83,broken clouds
534,Flinders,AU,2022-07-26 00:01:07,-34.5833,150.8552,62.06,84,88,4.0,broken clouds
535,Ossora,RU,2022-07-26 00:01:07,59.2353,163.0719,61.99,84,64,6.11,broken clouds
536,Marzuq,YE,2022-07-26 00:01:08,14.4,46.4667,79.79,100,60,4.5,overcast clouds
537,Hay River,CA,2022-07-26 00:01:08,60.8156,-115.7999,68.94,38,38,7.27,scattered clouds
538,Redmond,US,2022-07-25 23:58:20,47.674,-122.1215,92.32,4,51,10.0,clear sky
539,Abu Dhabi,AE,2022-07-25 23:59:28,24.4667,54.3667,98.71,100,70,5.75,overcast clouds
540,Aykhal,RU,2022-07-26 00:01:09,66.0,111.5,69.78,52,77,9.15,broken clouds
541,Wexford,IE,2022-07-26 00:01:09,52.3342,-6.4575,55.13,70,89,9.57,broken clouds
542,Road Town,VG,2022-07-26 00:01:10,18.4167,-64.6167,83.01,74,76,20.62,broken clouds
543,Riyadh,SA,2022-07-25 23:56:31,24.6877,46.7219,93.34,80,19,8.99,broken clouds
544,Barguzin,RU,2022-07-26 00:01:11,53.6167,109.6167,62.55,73,88,3.11,light rain
545,Kemi,FI,2022-07-26 00:01:11,65.8596,24.8228,62.37,20,94,5.75,few clouds
546,Sao Miguel Do Araguaia,BR,2022-07-26 00:00:30,-13.275,-50.1628,77.43,44,37,2.66,scattered clouds
547,Oistins,BB,2022-07-26 00:01:12,13.0667,-59.5333,78.51,19,80,15.3,few clouds
548,Poum,NC,2022-07-26 00:01:12,-20.2333,164.0167,73.81,0,69,11.99,clear sky
549,Tazmalt,DZ,2022-07-26 00:01:13,36.3868,4.3989,83.07,0,26,1.25,clear sky
550,Manta,EC,2022-07-26 00:01:13,-0.95,-80.7333,70.07,52,85,14.07,broken clouds
551,Tema,GH,2022-07-26 00:01:14,5.667,-0.0166,75.49,99,84,10.85,overcast clouds
552,Tabou,CI,2022-07-26 00:01:14,4.423,-7.3528,73.74,5,77,5.32,clear sky
553,Tanout,NE,2022-07-26 00:01:15,14.9709,8.8879,92.48,12,19,4.85,few clouds
554,Brigantine,US,2022-07-26 00:01:15,39.4101,-74.3646,76.05,75,93,11.5,fog
555,Huallanca,PE,2022-07-26 00:01:16,-9.8993,-76.9417,47.68,98,83,3.62,overcast clouds
556,Cordoba,AR,2022-07-25 23:59:03,-31.4135,-64.1811,64.76,75,89,3.44,broken clouds
557,Makakilo City,US,2022-07-25 23:58:28,21.3469,-158.0858,82.62,19,58,17.63,few clouds
558,Chatellerault,FR,2022-07-26 00:01:17,46.8,0.5333,60.57,0,1,7.2,clear sky
559,Kenai,US,2022-07-25 23:57:50,60.5544,-151.2583,64.02,75,76,9.22,broken clouds
560,Maebaru,JP,2022-07-26 00:01:17,33.55,130.2,84.76,14,74,2.35,few clouds
561,Benguela,AO,2022-07-26 00:00:33,-12.5763,13.4055,69.15,83,86,6.38,broken clouds
562,Yueyang,CN,2022-07-26 00:01:18,29.3333,113.0919,85.68,36,73,11.18,scattered clouds
563,Margate,GB,2022-07-26 00:01:18,51.3813,1.3862,64.9,72,69,5.99,broken clouds
564,Camana,PE,2022-07-26 00:01:19,-16.6228,-72.7111,60.85,65,87,7.43,broken clouds
565,Petropavlovsk-Kamchatskiy,RU,2022-07-26 00:01:19,53.0452,158.6483,57.79,75,77,4.47,broken clouds
566,Belfast,GB,2022-07-25 23:56:28,54.5833,-5.9333,55.38,100,76,9.22,overcast clouds
567,Prainha,BR,2022-07-26 00:01:20,-1.8,-53.48,77.07,70,77,3.18,broken clouds
568,Shingu,JP,2022-07-26 00:01:20,33.7333,135.9833,85.6,93,66,2.75,overcast clouds
569,Arys,KZ,2022-07-26 00:01:20,42.4252,68.795,81.34,0,24,7.47,clear sky
570,Blue Springs,US,2022-07-26 00:01:13,39.0169,-94.2816,71.94,99,88,1.99,overcast clouds
571,Lagunas,PE,2022-07-26 00:01:21,-5.2269,-75.6753,77.81,75,80,3.18,broken clouds
572,Teguldet,RU,2022-07-26 00:01:21,57.3064,88.1667,51.96,17,96,2.68,few clouds
573,Bonavista,CA,2022-07-25 23:57:55,48.6499,-53.1147,64.67,100,94,17.0,overcast clouds
574,Marienburg,PL,2022-07-26 00:01:22,54.0359,19.0266,73.11,70,56,12.44,broken clouds
575,Daitari,IN,2022-07-26 00:01:22,21.1,85.75,74.14,98,95,0.76,overcast clouds
576,Ibiapina,BR,2022-07-26 00:01:23,-3.9233,-40.8894,68.43,89,49,3.87,overcast clouds
577,Zhangjiakou,CN,2022-07-26 00:01:23,40.81,114.8794,72.27,82,78,7.92,broken clouds
578,Mishkino,RU,2022-07-26 00:01:24,55.3389,63.9175,64.29,95,76,6.08,overcast clouds
579,Matay,EG,2022-07-26 00:01:24,28.419,30.7792,82.38,1,30,8.55,clear sky
580,Chapais,CA,2022-07-26 00:01:25,49.7834,-74.8492,56.98,100,94,10.54,overcast clouds
581,Portland,US,2022-07-25 23:59:27,45.5234,-122.6762,102.56,2,33,4.0,clear sky
582,Arcata,US,2022-07-25 23:57:39,40.8665,-124.0828,75.2,100,79,5.99,overcast clouds
583,Yeppoon,AU,2022-07-26 00:01:25,-23.1333,150.7333,60.58,0,74,1.07,clear sky
584,Vila Franca Do Campo,PT,2022-07-26 00:01:26,37.7167,-25.4333,72.01,43,93,3.31,scattered clouds
585,San Pedro De Uraba,CO,2022-07-26 00:01:26,8.2752,-76.3764,76.01,98,89,3.65,overcast clouds
586,Puerto Madryn,AR,2022-07-25 23:56:42,-42.7692,-65.0385,46.53,100,94,9.24,light rain
587,Ghanzi,BW,2022-07-26 00:01:27,-21.5667,21.7833,59.14,5,35,9.93,clear sky
588,Dahuk,IQ,2022-07-26 00:01:27,36.8695,42.994,81.07,0,13,5.46,clear sky
589,Almas,RO,2022-07-26 00:01:28,46.2833,22.2333,64.72,0,40,4.03,clear sky
590,Christchurch,NZ,2022-07-25 23:58:19,-43.5333,172.6333,50.92,100,97,8.05,mist
591,Zherdevka,RU,2022-07-26 00:01:28,51.8486,41.4606,62.46,62,92,5.53,broken clouds
592,Susanville,US,2022-07-26 00:01:29,40.4163,-120.653,98.44,0,10,3.44,clear sky
593,Camalu,MX,2022-07-26 00:01:29,30.85,-116.0667,73.15,1,68,10.25,clear sky
594,Vila Velha,BR,2022-07-26 00:01:29,-20.3297,-40.2925,69.94,5,88,3.74,clear sky
595,Nome,US,2022-07-26 00:01:30,64.5011,-165.4064,53.17,100,97,10.71,light rain
596,Aklavik,CA,2022-07-26 00:01:30,68.2191,-135.0107,75.56,46,36,14.27,scattered clouds
597,Kano,NG,2022-07-26 00:01:31,12.0001,8.5167,76.15,91,74,14.2,overcast clouds
598,Polovinnoye,RU,2022-07-26 00:01:31,54.7914,65.9864,65.26,80,73,0.94,broken clouds
599,Suntar,RU,2022-07-26 00:01:32,62.1444,117.6319,80.71,2,60,5.66,clear sky
600,Spirovo,RU,2022-07-26 00:01:32,57.419,34.9766,58.14,40,98,3.87,scattered clouds
601,Mangrol,IN,2022-07-26 00:01:33,21.1167,70.1167,81.95,100,79,16.51,overcast clouds
602,Hirado,JP,2022-07-26 00:01:33,33.3597,129.5531,78.12,19,75,4.45,few clouds
603,Fairbanks,US,2022-07-25 23:59:27,64.8378,-147.7164,74.61,92,49,1.01,overcast clouds
604,Lagoa,PT,2022-07-26 00:01:33,39.05,-27.9833,73.63,0,90,9.53,clear sky
605,Mugur-Aksy,RU,2022-07-26 00:01:34,50.35,90.5,44.74,32,76,3.58,scattered clouds
606,Hualmay,PE,2022-07-26 00:01:34,-11.0964,-77.6139,62.56,45,82,11.3,scattered clouds
607,Sao Joao Da Barra,BR,2022-07-26 00:01:35,-21.6403,-41.0511,71.11,1,82,12.57,clear sky
608,Asha,RU,2022-07-26 00:01:35,54.9973,57.2722,59.61,35,93,2.77,scattered clouds
609,Sarkand,KZ,2022-07-26 00:01:35,45.41,79.9186,64.76,10,32,4.27,clear sky
610,Noumea,NC,2022-07-25 23:59:18,-22.2763,166.4572,75.18,84,99,8.34,broken clouds
611,Kenitra,MA,2022-07-26 00:01:36,34.261,-6.5802,72.36,60,66,7.27,broken clouds
612,Auki,SB,2022-07-26 00:01:37,-8.7676,160.7034,85.8,15,62,3.09,few clouds
613,Fenyi,CN,2022-07-26 00:01:37,27.8112,114.6681,87.58,70,63,1.97,broken clouds
614,Karratha,AU,2022-07-26 00:01:38,-20.7377,116.8463,63.63,3,39,13.71,clear sky
615,Beringovskiy,RU,2022-07-26 00:01:39,63.05,179.3167,44.51,100,83,3.29,light rain
616,Gibara,CU,2022-07-26 00:01:39,21.1097,-76.1317,81.68,95,77,14.54,overcast clouds
617,Esna,EG,2022-07-26 00:01:39,25.2934,32.554,86.2,1,15,8.95,clear sky
618,Namyslow,PL,2022-07-26 00:01:40,51.0759,17.7228,72.32,52,54,8.37,broken clouds
619,Bontang,ID,2022-07-26 00:01:40,0.1333,117.5,77.4,83,90,6.62,broken clouds
620,Hirara,JP,2022-07-26 00:01:41,24.8,125.2833,84.2,0,75,3.69,clear sky
621,Toora-Khem,RU,2022-07-26 00:01:41,52.4675,96.11,51.51,46,77,1.95,scattered clouds
622,Meulaboh,ID,2022-07-26 00:01:42,4.1363,96.1285,74.41,100,93,2.71,overcast clouds
623,Santiago De Cuba,CU,2022-07-26 00:00:06,20.0247,-75.8219,77.52,66,83,1.21,broken clouds
624,Eydhafushi,MV,2022-07-26 00:01:42,5.1033,73.0708,80.08,88,81,20.51,overcast clouds
625,Dukat,RU,2022-07-26 00:01:43,62.55,155.55,66.38,51,37,12.57,broken clouds
626,Hvittingfoss,NO,2022-07-26 00:01:43,59.4833,10.0167,59.11,34,58,7.0,scattered clouds
627,Novyy Urengoy,RU,2022-07-26 00:01:44,66.0833,76.6333,53.1,100,68,8.66,overcast clouds
628,Cockburn Town,TC,2022-07-25 23:59:37,21.4612,-71.1419,81.88,36,85,22.93,scattered clouds
629,Chippewa Falls,US,2022-07-26 00:01:44,44.9369,-91.3929,74.17,69,50,3.83,broken clouds
630,Khani,GE,2022-07-26 00:01:45,41.9563,42.9566,53.17,1,85,4.12,clear sky
631,Obo,CF,2022-07-26 00:01:45,5.3998,26.4869,68.43,100,95,1.59,overcast clouds
632,Yala,TH,2022-07-26 00:01:45,6.3333,101.25,74.73,68,95,2.24,broken clouds
633,Paita,PE,2022-07-26 00:01:46,-5.0892,-81.1144,64.11,30,89,15.05,scattered clouds
634,Deputatskiy,RU,2022-07-26 00:01:46,69.3,139.9,60.51,100,56,4.61,light rain
635,Baykit,RU,2022-07-25 23:57:53,61.67,96.37,65.07,100,71,2.37,overcast clouds
636,Sao Jose Da Coroa Grande,BR,2022-07-26 00:01:47,-8.8978,-35.1478,73.89,23,80,11.52,few clouds
637,Rio Grande,BR,2022-07-26 00:01:47,-32.035,-52.0986,60.94,100,97,8.14,overcast clouds
638,Abu Zabad,SD,2022-07-26 00:01:48,12.35,29.25,78.4,83,64,8.12,broken clouds
639,Arlit,NE,2022-07-26 00:01:48,18.7369,7.3853,97.79,2,13,8.68,clear sky
640,Molina,CL,2022-07-26 00:01:49,-35.1167,-71.2833,48.34,99,87,5.08,overcast clouds
641,Axim,GH,2022-07-26 00:01:49,4.8699,-2.2405,74.46,71,85,8.68,broken clouds
642,Pundaguitan,PH,2022-07-26 00:01:50,6.3711,126.1689,82.85,94,76,8.48,overcast clouds
643,Kokorevka,RU,2022-07-26 00:01:50,52.5872,34.2778,55.69,10,97,4.12,clear sky
644,Cuiluan,CN,2022-07-26 00:01:50,47.72,128.648,75.61,3,75,1.23,clear sky
645,Dwarka,IN,2022-07-25 23:59:10,22.2394,68.9678,82.65,97,80,16.51,overcast clouds
646,Weihe,CN,2022-07-26 00:01:51,32.9952,105.3247,72.37,98,97,2.53,overcast clouds
647,Bitkine,TD,2022-07-26 00:01:51,11.9801,18.2138,76.91,91,76,7.74,overcast clouds
648,Mayya,RU,2022-07-26 00:01:52,61.7333,130.2811,70.92,67,51,7.96,broken clouds
649,Iwanai,JP,2022-07-26 00:01:52,42.9744,140.5089,78.37,0,64,2.62,clear sky
650,Mysliborz,PL,2022-07-26 00:01:53,52.9238,14.8679,67.48,97,96,8.99,overcast clouds
651,Jaca,ES,2022-07-26 00:01:53,42.569,-0.5499,63.99,0,80,5.59,clear sky
652,Staryy Nadym,RU,2022-07-26 00:01:54,65.6118,72.6842,50.94,58,71,10.31,broken clouds
653,Pampa,US,2022-07-26 00:01:54,35.5362,-100.9599,100.56,0,25,10.36,clear sky
654,Antsohihy,MG,2022-07-26 00:01:54,-14.8796,47.9875,65.19,0,75,4.81,clear sky
655,Shimoda,JP,2022-07-26 00:01:55,34.6667,138.95,81.1,100,88,10.11,overcast clouds
656,Lincoln,US,2022-07-25 23:58:14,40.8,-96.667,69.69,100,87,4.0,overcast clouds
657,Mkushi,ZM,2022-07-26 00:01:55,-13.6202,29.3939,58.91,50,51,10.31,scattered clouds
658,Buraydah,SA,2022-07-26 00:01:56,26.326,43.975,87.44,55,18,5.88,broken clouds
659,Kondoa,TZ,2022-07-26 00:01:56,-4.9,35.7833,53.58,11,91,4.03,few clouds
660,Kargasok,RU,2022-07-26 00:01:57,59.0556,80.8572,56.77,100,85,6.6,overcast clouds
661,Patnagarh,IN,2022-07-25 23:58:07,20.7167,83.15,76.57,100,92,3.11,overcast clouds
662,Abonnema,NG,2022-07-26 00:01:57,4.7084,6.7931,73.9,100,94,4.54,light rain
663,Huarmey,PE,2022-07-26 00:01:58,-10.0681,-78.1522,63.81,40,84,9.6,scattered clouds
664,Nizhniy Odes,RU,2022-07-26 00:01:58,63.6445,54.856,45.12,36,84,4.63,scattered clouds
665,Taoudenni,ML,2022-07-26 00:01:59,22.6783,-3.9836,100.0,0,11,10.56,clear sky
666,Morant Bay,JM,2022-07-26 00:01:59,17.8815,-76.4093,83.82,41,83,10.09,scattered clouds
667,Lock Haven,US,2022-07-26 00:01:59,41.137,-77.4469,82.29,39,60,4.7,scattered clouds
668,Kiruna,SE,2022-07-26 00:02:00,67.8557,20.2251,52.72,100,100,2.3,overcast clouds
669,Pochutla,MX,2022-07-26 00:02:00,15.7432,-96.4661,85.82,81,79,3.51,broken clouds
670,Khash,IR,2022-07-26 00:02:01,28.2211,61.2158,75.29,100,71,11.48,light rain
671,Atbasar,KZ,2022-07-26 00:02:01,51.8,68.3333,68.77,75,46,5.14,broken clouds
672,Onalaska,US,2022-07-26 00:02:02,43.8844,-91.2351,74.79,79,65,4.0,broken clouds
